Step,Value
10830000,46.9099998474121
10860000,48.439998626709
10890000,54.2900009155273
10920000,52.8600006103516
10950000,55.0299987792969
10980000,49.8300018310547
11010000,49.5200004577637
11040000,52.5800018310547
11070000,57.310001373291
11100000,63.0400009155273
11130000,56.8600006103516
11160000,65.4300003051758
11190000,68.9700012207031
11220000,72.0199966430664
11250000,69.0199966430664
11280000,75.4800033569336
11310000,73.120002746582
11340000,67.75
11370000,66.5699996948242
11400000,64.1800003051758
11430000,65.0999984741211
11460000,67.4100036621094
11490000,63
11520000,66.7699966430664
11550000,60.4599990844727
11580000,51.5299987792969
11610000,45.3600006103516
11640000,47.7000007629395
11670000,57.9000015258789
11700000,55.8300018310547
11730000,46.4700012207031
11760000,39.6500015258789
11790000,47.2799987792969
11820000,50.4000015258789
11850000,52.2400016784668
11880000,48.9900016784668
11910000,54.3400001525879
11940000,53.5
11970000,52.3600006103516
12000000,47.3400001525879
12030000,45.3800010681152
12060000,45.1599998474121
12090000,54.6599998474121
12120000,64.9199981689453
12150000,67.1399993896484
12180000,62.2900009155273
12210000,57.8400001525879
12240000,67.6800003051758
12270000,68
12300000,59.9799995422363
12330000,52.9099998474121
12360000,56.8400001525879
12390000,64.3000030517578
12420000,69.0599975585937
12450000,76.0599975585938
12480000,81.2799987792969
12510000,86.1600036621094
12540000,85.4499969482422
12570000,79.3899993896484
12600000,73.5299987792969
12630000,70.1800003051758
12660000,62.2400016784668
12690000,61.1800003051758
12720000,55.9199981689453
12750000,65.8499984741211
12780000,67.25
12810000,73.7099990844727
12840000,69.9000015258789
12870000,68.0800018310547
12900000,67.2300033569336
12930000,69.0199966430664
12960000,72.8399963378906
12990000,66.9599990844727
13020000,63.5699996948242
13050000,58.3800010681152
13080000,58.9300003051758
13110000,55.7599983215332
13140000,56.1800003051758
13170000,64.5899963378906
13200000,72.9199981689453
13230000,69.4700012207031
13260000,68.4499969482422
13290000,78.5400009155273
13320000,79.3600006103516
13350000,69.9000015258789
13380000,48.8899993896484
13410000,44.2400016784668
13440000,51.060001373291
13470000,57.3199996948242
13500000,59.2099990844727
13530000,64.6500015258789
13560000,68.2099990844727
13590000,78.870002746582
13620000,97.3600006103516
13650000,94.2699966430664
13680000,96.5299987792969
13710000,89.4000015258789
13740000,70.9199981689453
13770000,72.5199966430664
13800000,78.0100021362305
13830000,70.9400024414063
13860000,73.6699981689453
13890000,70.3899993896484
13920000,78.129997253418
13950000,77.5899963378906
13980000,76.4800033569336
14010000,68.1100006103516
14040000,71.7600021362305
14070000,64.3099975585938
14100000,51.8499984741211
14130000,36.1500015258789
14160000,41.6800003051758
14190000,43.1500015258789
14220000,55.1800003051758
14250000,53.0499992370605
14280000,64.9499969482422
14310000,67.5999984741211
14340000,69.4700012207031
14370000,72.3099975585938
14400000,69.0100021362305
14430000,62.5900001525879
14460000,59.1699981689453
14490000,57.2400016784668
14520000,54.3400001525879
14550000,59.0699996948242
14580000,58.5
14610000,62.4900016784668
14640000,59.2400016784668
14670000,58.7700004577637
14700000,54.5099983215332
14730000,67.1399993896484
14760000,65.5800018310547
14790000,74.2699966430664
14820000,59.8899993896484
14850000,69.5199966430664
14880000,72.629997253418
14910000,90.3499984741211
14940000,89.870002746582
14970000,87.4499969482422
15000000,77.8499984741211
15030000,69.2200012207031
15060000,69.1399993896484
15090000,60.5800018310547
15120000,72.6399993896484
15150000,69.8899993896484
15180000,67.0100021362305
15210000,71.0100021362305
15240000,73.9100036621094
15270000,69.3899993896484
15300000,65.9700012207031
15330000,67.7099990844727
15360000,66.5199966430664
15390000,59.1599998474121
15420000,56.060001373291
15450000,62.7400016784668
15480000,64.6600036621094
15510000,73.9000015258789
15540000,76.379997253418
15570000,66.25
15600000,68.5599975585938
15630000,84.6800003051758
15660000,95.8099975585938
15690000,101.23999786377
15720000,87.5
15750000,88.1399993896484
15780000,74.7200012207031
15810000,76.3399963378906
15840000,82.1999969482422
15870000,84.1500015258789
15900000,89.120002746582
15930000,67.6999969482422
15960000,57.2400016784668
15990000,56.8800010681152
16020000,58.9599990844727
16050000,67.25
16080000,73.4199981689453
16110000,80.6999969482422
16140000,60.8600006103516
16170000,61.8300018310547
16200000,59.7799987792969
16230000,63.2700004577637
16260000,69.5899963378906
16290000,74.1800003051758
16320000,88.9300003051758
16350000,100.819999694824
16380000,105.5
16410000,110.76000213623
16440000,100.680000305176
16470000,82.2099990844727
16500000,71.7799987792969
16530000,78.1100006103516
16560000,73.629997253418
16590000,86.6900024414062
16620000,80.0599975585937
16650000,77.3499984741211
16680000,85.620002746582
16710000,88.4800033569336
16740000,87.1399993896484
16770000,73.5999984741211
16800000,69.8199996948242
16830000,83.9899978637695
16860000,94.6500015258789
16890000,90.3199996948242
16920000,92.25
16950000,88.6800003051758
16980000,84.4000015258789
17010000,82.1999969482422
17040000,81.629997253418
17070000,72.0800018310547
17100000,65.120002746582
17130000,69.1900024414062
17160000,76.8099975585938
17190000,79.620002746582
17220000,77.2900009155273
17250000,73.0699996948242
17280000,69.6900024414063
17310000,70.6500015258789
17340000,70.5
17370000,68.25
17400000,71.2200012207031
17430000,78.9899978637695
17460000,78.0199966430664
17490000,68.4499969482422
17520000,61.560001373291
17550000,69.4000015258789
17580000,69.2300033569336
17610000,73.0500030517578
17640000,67.9400024414062
17670000,62.9900016784668
17700000,63.439998626709
17730000,58.7700004577637
17760000,52.6100006103516
17790000,48.1399993896484
17820000,65.1999969482422
17850000,69.5
17880000,67.7900009155273
17910000,62.8300018310547
17940000,69.7099990844727
17970000,85.1600036621094
18000000,91.2600021362305
18030000,93.6900024414063
18060000,71.879997253418
18090000,72.5400009155274
18120000,56.6500015258789
18150000,49.4300003051758
18180000,45.2599983215332
18210000,48.4300003051758
18240000,63.0699996948242
18270000,72.8399963378906
18300000,79.9599990844727
18330000,66.9199981689453
18360000,64.5100021362305
18390000,67.1399993896484
18420000,81.3600006103516
18450000,78.6500015258789
18480000,85.7300033569336
18510000,75.5999984741211
18540000,68.8600006103516
18570000,67.5199966430664
18600000,67.8899993896484
18630000,72.5
18660000,73.6900024414063
18690000,72.6500015258789
18720000,77.9899978637695
18750000,76.870002746582
18780000,70.7900009155273
18810000,69.0500030517578
18840000,77.6800003051758
18870000,78.9100036621094
18900000,63.8800010681152
18930000,67.0299987792969
18960000,73.2200012207031
18990000,76.2399978637695
19020000,70.9199981689453
19050000,62.4700012207031
19080000,74.6600036621094
19110000,69.8899993896484
19140000,63.7299995422363
19170000,66.3199996948242
19200000,66.8099975585938
19230000,72.2900009155273
19260000,71.9899978637695
19290000,75.3000030517578
19320000,71.1900024414063
19350000,68.75
19380000,70.8099975585938
19410000,67.3899993896484
19440000,74.7600021362305
19470000,72.5299987792969
19500000,80.7099990844727
19530000,76.3600006103516
19560000,83.9000015258789
19590000,84.8899993896484
19620000,78.4100036621094
19650000,65.2699966430664
19680000,59.0200004577637
19710000,69.0199966430664
19740000,72.2600021362305
19770000,73.3300018310547
19800000,74.370002746582
19830000,81.3399963378906
19860000,82.129997253418
19890000,73.8300018310547
19920000,69.0899963378906
19950000,74.6100006103516
19980000,88.9300003051758
20010000,96.4000015258789
20040000,87.7699966430664
20070000,73.6999969482422
20100000,73.6399993896484
20130000,80.7200012207031
20160000,76.9199981689453
20190000,62.6599998474121
20220000,65.9199981689453
20250000,69.7399978637695
20280000,71.5800018310547
20310000,62.4599990844727
20340000,61.4799995422363
20370000,71.0100021362305
20400000,76.8499984741211
20430000,80.0500030517578
20460000,80.0400009155274
20490000,85.3199996948242
20520000,84.4599990844727
20550000,82.75
20580000,90.9700012207031
20610000,88.4800033569336
20640000,94.7699966430664
20670000,86.5800018310547
20700000,82.0400009155273
20730000,76.2200012207031
20760000,69.0699996948242
20790000,67.5999984741211
20820000,79.8099975585938
20850000,91.5999984741211
20880000,96.0500030517578
20910000,88.3399963378906
20940000,85.8899993896484
20970000,96.870002746582
21000000,106.029998779297
21030000,109.449996948242
21060000,88.0699996948242
21090000,91.2300033569336
21120000,87.6900024414062
21150000,95.6399993896484
21180000,80.2200012207031
21210000,82.4100036621094
21240000,98.7900009155274
21270000,128.960006713867
21300000,144.270004272461
21330000,136.970001220703
21360000,107.019996643066
21390000,103.089996337891
21420000,101.300003051758
21450000,91.5899963378906
21480000,92.1800003051758
21510000,98.9800033569336
21540000,101.879997253418
21570000,99.2300033569336
21600000,93.8000030517578
21630000,83.3099975585938
21660000,71.4499969482422
21690000,41.7700004577637
21720000,61.7599983215332
21750000,73.0599975585938
21780000,107.040000915527
21810000,106.620002746582
21840000,111.550003051758
21870000,82.5
21900000,81.3000030517578
21930000,82.5199966430664
21960000,95.8399963378906
21990000,88.3399963378906
22020000,84.8600006103516
22050000,88.4700012207031
22080000,80.7399978637695
22110000,81.7200012207031
22140000,78.7900009155274
22170000,90.25
22200000,101.040000915527
22230000,102.599998474121
22260000,96.879997253418
22290000,88.6699981689453
22320000,94.0899963378906
22350000,98.7799987792969
22380000,101.419998168945
22410000,92.4599990844727
22440000,91.0899963378906
22470000,92.1900024414063
22500000,99.8899993896484
22530000,103.970001220703
22560000,111.059997558594
22590000,109.959999084473
22620000,102.970001220703
22650000,99.8600006103516
22680000,94.4400024414063
22710000,91.6100006103516
22740000,98.5299987792969
22770000,83.5599975585938
22800000,89.2699966430664
22830000,105.540000915527
22860000,122.769996643066
22890000,126.099998474121
22920000,108.779998779297
22950000,110.339996337891
22980000,108.349998474121
23010000,103.650001525879
23040000,79.2200012207031
23070000,68.8899993896484
23100000,60.4900016784668
23130000,72.1500015258789
23160000,90.1800003051758
23190000,91.5999984741211
23220000,71.3399963378906
23250000,80.879997253418
23280000,83.8000030517578
23310000,97.2300033569336
23340000,98.8199996948242
23370000,98.879997253418
23400000,92.6999969482422
23430000,114.650001525879
23460000,125.849998474121
23490000,117.349998474121
23520000,87.3199996948242
23550000,74.9499969482422
23580000,71.2200012207031
23610000,86.5999984741211
23640000,98.8600006103516
23670000,104.400001525879
23700000,89.1900024414062
23730000,95.0199966430664
23760000,97.1100006103516
23790000,101.349998474121
23820000,102.110000610352
23850000,107.470001220703
23880000,97.5999984741211
23910000,89.4100036621094
23940000,81.4400024414062
23970000,99.2200012207031
24000000,101.790000915527
24030000,112.910003662109
24060000,112.080001831055
24090000,108.51000213623
24120000,100.300003051758
24150000,86.9100036621094
24180000,81.4700012207031
24210000,77.2099990844727
24240000,86.2699966430664
24270000,92.370002746582
24300000,106.360000610352
24330000,112.449996948242
24360000,106.940002441406
24390000,96.9700012207031
24420000,77.6699981689453
24450000,67.7900009155273
24480000,79.9300003051758
24510000,80.0500030517578
24540000,96.120002746582
24570000,101.309997558594
24600000,110.480003356934
24630000,93.7799987792969
24660000,91.3600006103516
24690000,103.550003051758
24720000,101.930000305176
24750000,104.529998779297
24780000,111.459999084473
24810000,128.070007324219
24840000,114.779998779297
24870000,129.529998779297
24900000,130.970001220703
24930000,141.259994506836
24960000,120.980003356934
24990000,105.529998779297
